id	title	imdbID	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	movie	distributor	genre	gross	theaters	days	distributor_Sony	distributor_Warner_Bros	distributor_Universal	distributor_Walt_Disney	distributor_20th_Century_Fox	distributor_Paramount	distributor_Miramax	distributor_MGM	distributor_Sony_Classics	distributor_New_Line	distributor_Lionsgate	distributor_IFC_Films	distributor_Strand	distributor_Magnolia	distributor_Fox_Searchlight	distributor_Orion	distributor_First_Run_Features	distributor_ThinkFilm	distributor_Regent_Releasing	distributor_Focus_Features	genre_Drama	genre_Comedy	genre_Documentary	genre_Action	genre_ThrillerSuspense	genre_Adventure	genre_Horror	genre_Romantic_Comedy	genre_Musical	genre_Black_Comedy	genre_Western	genre_ConcertPerformance	genre_Multiple_Genres	freq_ge0_l1	freq_ge1_l2	freq_ge2_l3	freq_ge3_l4	freq_ge4_l5	avg_rating	NrOfTopActors	NrOfTopDirectors	box_office
921	my favorite year	84370	1982	my_favorite_year	7.8	22	22	0	100	0	0	0	0	0	0	0	0	my favorite year	MGM	Comedy	359691	388	73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	5	12	31	19	3.01	1	0	17458105
1097	et extra terrestrial	83866	1982	et_the_extraterrestrial	8.9	89	87	2	97	8.6	18	17	1	94	3.5	154405	65	et extra terrestrial	NCM Fathom	Drama	107940	257		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	12	45	37	7	2.49	0	1	434949459
1293	ghi	83987	1982	gandhi	7.7	40	34	6	85	6.9	5	4	1	80	3.9	10562	91	ghi	Sony Pictures	Drama	300722	275	187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	6	8	6	1	1.77	3	0	52767889
1298	pink floyd wall	84503	1982	pink_floyd_the_wall	6.5	17	11	6	64	0	0	0	0	0	0	0	0	pink floyd wall	MGM	Drama	95090	177	122	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	9	12	7	3	2	0	0	14844106
1326	amityville ii possession	83550	1982	amityville_2_the_possession	2.7	14	1	13	7	0	1	0	1	0	2.9	3306	47	amityville ii possession	Orion Pictures	Horror	900000	643	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	18	112	169	3.8	0	0	11328000
1346	cat people	83722	1982	1003758-cat_people	6.1	36	23	13	63	0	3	2	1	66	3	2400	46	cat people	Universal	Drama	846603	363	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	8	20	123	602	4.23	0	0	5694940
7713	cat people	83722	1982	1003758-cat_people	6.1	36	23	13	63	0	3	2	1	66	3	2400	46	cat people	Universal	Drama	846603	363	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	93	292	4.12	0	0	5694940
1587	conan barbarian	82198	1982	conan_the_barbarian	6.4	25	19	6	76	0	3	2	1	66	3.1	17014	66	conan barbarian	Universal	Action	373499	203	52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	27	87	205	150	3.23	0	0	38264085
1994	poltergeist	84516	1982	1016513-poltergeist	7.1	49	42	7	85	0	4	3	1	75	3.4	15891	74	poltergeist	MGM	Horror	143331	193	185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	34	105	325	296	3.39	0	0	74706019
2105	tron	84827	1982	tron	6	37	25	12	67	0	4	1	3	25	3.3	14666	69	tron	Walt Disney	Action	341767	150	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	7	9	9	6	2.44	1	0	26918576
2110	dead men dont wear plaid	83798	1982	dead_men_dont_wear_plaid	6.5	22	17	5	77	0	0	0	0	0	0	0	0	dead men dont wear plaid	Universal	Comedy	149453	105	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3.5	5	0	18196170
2139	secret of nimh	84649	1982	secret_of_nimh	6.8	18	17	1	94	6.5	5	4	1	80	3.5	7964	79	secret of nimh	MGM	Adventure	211329	228	52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	11	4	0	0	0.88	0	0	10140325
2140	dark crystal	83791	1982	dark_crystal	6.1	30	21	9	70	0	2	1	1	50	3.6	35382	78	dark crystal	Universal	Adventure	841001	579	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5	2	1	2.5	0	0	40577001
2255	young doctors in love	84938	1982	young_doctors_in_love	4.2	6	0	6	0	0	1	0	1	0	2.7	366	33	young doctors in love	20th Century Fox	Comedy	124589	209	101	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	101	97	43	7	1.79	0	0	30688860
2288	thing	84787	1982	the-thing-la-cosa	0	0	0	0	0	0	0	0	0	0	0	0	0	thing	Universal	Horror	1073578	440	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	18	90	300	398	3.6	0	0	13782838
2403	first blood	83944	1982	first_blood	7.1	35	30	5	85	6.2	5	4	1	80	3.5	23595	81	first blood	Orion Pictures	Action	254442	289	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	12	40	96	3.73	0	0	47212904
2518	night shift	84412	1982	night_shift	6.4	19	17	2	89	0	2	1	1	50	3.2	1720	55	night shift	Warner Bros.	Comedy	137000	225	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	23	3.68	0	1	21017056
2659	it came from hollywood	84156	1982	it_came_from_hollywood	0	0	0	0	0	0	0	0	0	0	0	0	0	it came from hollywood	Paramount Pictures	Documentary	679855	550	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3.33	0	0	2091037
2757	frances	83967	1982	frances	7.6	15	14	1	93	0	1	1	0	100	3.8	713	78	frances	Universal	Drama	31763	1	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	25	4.03	1	0	108488
2792	airplane ii sequel	83530	1982	airplane_2_the_sequel	5.2	18	7	11	38	0	1	0	1	0	2.9	10524	52	airplane ii sequel	Paramount Pictures	Comedy	594322	590	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	27	57	3.89	0	0	24811386
2919	year of living dangerously	86617	1982	year_of_living_dangerously	7.4	25	22	3	88	0	1	0	1	0	3.5	2161	73	year of living dangerously	MGM	Drama	195972	190	87	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	19	7	2.82	1	0	8601065
2955	penitentiary ii	84485	1982	penitentiary_2	0	1	0	1	0	0	0	0	0	0	0	0	0	penitentiary ii	United Artists	Drama	662896	198	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2.83	0	0	662896
3016	creepshow	83767	1982	creepshow	6	27	18	9	66	0	4	2	2	50	3.3	6768	67	creepshow	Warner Bros.	Horror	56487	122	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	2	2.64	1	0	20036244
3068	verdict	84855	1982	verdict	7.8	24	23	1	95	0	3	2	1	66	3.8	2332	85	verdict	20th Century Fox	Drama	174585	210	152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	1	2.8	1	1	53977250
3210	fast times at ridgemont high	83929	1982	fast_times_at_ridgemont_high	6.7	44	35	9	79	3.9	6	2	4	33	3.5	26337	76	fast times at ridgemont high	Universal	Comedy	1162149	651	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	3.43	2	0	27092880
3543	diner	83833	1982	diner	8.2	25	24	1	96	0	2	2	0	100	3.6	2408	75	diner	MGM	Comedy	141887	136	206	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	13	34	26	3.16	0	0	12592907
3688	porkys	84522	1982	1016561-porkys	4.5	22	7	15	31	0	1	0	1	0	3.1	8737	58	porkys	20th Century Fox	Comedy	205865	158	157	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	23	69	77	3.54	0	0	105124546
3722	last american virgin	84234	1982	last_american_virgin	5.8	9	6	3	66	0	1	0	1	0	3.3	3330	60	last american virgin	Cannon	Comedy	527198	158	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	7	5	4	2.66	0	0	5829781
6092	last american virgin	84234	1982	last_american_virgin	5.8	9	6	3	66	0	1	0	1	0	3.3	3330	60	last american virgin	Cannon	Comedy	527198	158	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	4	3.12	0	0	5829781
4039	annie	83564	1982	annie_1981	4.9	23	12	11	52	0	4	2	2	50	3.1	20236	64	annie	Sony Pictures	Musical	243611	246	157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	15	50	159	102	3.2	0	1	57059003
4041	an officer a gentleman	84434	1982	officer_and_a_gentleman	7.4	16	15	1	93	0	1	1	0	100	3.5	8345	79	an officer a gentleman	Paramount Pictures	Drama	414492	235	306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	48	67	22	8	1.93	0	0	127311887
4280	world according to garp	84917	1982	world_according_to_garp	6.3	14	11	3	78	0	1	1	0	100	3.5	3647	75	world according to garp	Warner Bros.	Comedy	204758	239	108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	25	24	9	1	1.69	1	0	30207324
4361	tootsie	84805	1982	tootsie	7.6	39	34	5	87	8.2	6	6	0	100	3.4	12431	75	tootsie	Sony Pictures	Comedy	625927	407	199	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	4.06	4	1	176188774
4418	things are tough all over	84788	1982	cheech_and_chong_things_are_tough_all_over	0	1	1	0	100	0	0	0	0	0	0	0	0	things are tough all over	Sony Pictures	Comedy	378405	350	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	0	2.42	0	0	20516003
4535	man from snowy river	84296	1982	man_from_snowy_river	6.5	10	8	2	80	0	1	0	1	0	3.7	3791	85	man from snowy river	20th Century Fox	Drama	44069	60	236	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4.5	1	0	20659423
4915	beastmaster	83630	1982	beastmaster	5.3	10	5	5	50	0	0	0	0	0	0	0	0	beastmaster	MGM	Action	870126	629	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	13	25	3.66	0	0	10751126
4986	silent rage	84684	1982		0	0	0	0	0	0	0	0	0	0	0	0	0	silent rage	Sony Pictures	Action	634646	651	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	20	72	105	3.64	0	0	10490791
5658	hanky panky	84049	1982	hanky_panky	4.8	8	3	5	37	0	0	0	0	0	0	0	0	hanky panky	Sony Pictures	Comedy	389872	370	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	9	19	3.59	0	0	9823934
5898	sword sorcerer	84749	1982	sword_and_the_sorcerer	6.8	5	4	1	80	0	0	0	0	0	0	0	0	sword sorcerer	Group 1	Action	1033436	285	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	7	3	3.29	0	0	36714025
5923	author author	83598	1982	author_author	0	1	1	0	100	0	0	0	0	0	0	0	0	author author	20th Century Fox	Comedy	143706	106	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	2.95	1	0	13111101
5925	beast within	83629	1982	beast_within	0	4	0	4	0	0	0	0	0	0	0	0	0	beast within	United Artists	Horror	640000	438	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	4.12	0	0	2040000
5927	best little whorehouse in texas	83642	1982	best_little_whorehouse_in_texas	5.1	9	5	4	55	0	1	0	1	0	3.2	2628	68	best little whorehouse in texas	Universal	Comedy	546295	528	87	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2.75	0	0	69701637
5928	border	83678	1982	1002907-border	6.7	9	8	1	88	0	0	0	0	0	0	0	0	border	Universal	Drama	1571525	741	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	3.22	1	0	6118683
5933	cannery row	83717	1982	cannery_row	6.2	6	4	2	66	0	1	0	1	0	3.5	328	67	cannery row	MGM	Comedy	880000	620	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	1	0	2638311
5935	class of 1984	83739	1982	class_of_1984	5.9	10	6	4	60	0	1	1	0	100	3.2	1460	61	class of 1984	United Film Distribution Co.	Drama	597693	206	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	4.12	0	0	6965361
5936	come back to five dime jimmy dean jimmy dean	83745	1982	come_back_to_the_5_and_dime_jimmy_dean_jimmy_dean	0	0	0	0	0	0	0	0	0	0	0	0	0	come back to five dime jimmy dean jimmy dean	Cinecom	Comedy	35594	4	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	25	42	36	8	2.27	1	0	177500
5940	eating raoul	83869	1982	eating_raoul	6.7	17	15	2	88	0	1	0	1	0	3.4	1151	67	eating raoul	20th Century Fox	Black Comedy	106194	19	73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	2.4	0	0	1114825
6001	king of comedy	85794	1982	1011623-king_of_comedy	8.3	39	36	3	92	7	5	4	1	80	3.8	6225	84	king of comedy	20th Century Fox	Comedy	65693	51	80	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	21	12	11	3	1.95	1	1	2536242
6037	summer lovers	84737	1982	summer_lovers	0	4	0	4	0	0	1	0	1	0	3.1	495	47	summer lovers	Orion Pictures	Comedy	423138	138	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	26	3.62	0	0	1200000
6077	evil under sun	83908	1982	evil_under_the_sun	6.5	6	5	1	83	0	1	1	0	100	3.4	1485	61	evil under sun	Universal	Thriller/Suspense	637244	283	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	20	22	3.69	0	0	4659287
6078	firefox	83943	1982	firefox	5.2	12	5	7	41	0	1	1	0	100	2.9	3121	39	firefox	Warner Bros.	Action	249929	332	94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2.62	1	1	45785720
6079	five days one summer	83947	1982	five_days_one_summer	4	5	1	4	20	0	2	0	2	0	3	98	41	five days one summer	Warner Bros.	Drama	28603	6	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	1	2.28	1	1	96128
6080	forced vengeance	83960	1982	forced_vengeance	0	0	0	0	0	0	0	0	0	0	0	0	0	forced vengeance	MGM	Action	402500	318	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	12	45	77	3.68	0	0	4388500
6083	hammett	85640	1982	hammett	5.2	8	6	2	75	0	0	0	0	0	0	0	0	hammett	Warner Bros.	Thriller/Suspense	8222	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	13	20	3.61	0	0	8222
6084	honkytonk man	84088	1982	honkytonk_man	7	14	13	1	92	0	4	3	1	75	3.2	1335	52	honkytonk man	Warner Bros.	Comedy	424738	448	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	4	2.95	1	1	3553830
6086	i jury	84112	1982	1010263-i_the_jury	0	4	1	3	25	0	0	0	0	0	0	0	0	i jury	20th Century Fox	Thriller/Suspense	44001	61	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	8	30	39	3.6	0	0	1515578
6087	if you could see what i hear	84117	1982	if_you_could_see_what_i_hear	0	0	0	0	0	0	0	0	0	0	0	0	0	if you could see what i hear	Jensen Farley Pictures	Drama	804984	402	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	21	31	3.66	0	0	8693512
6088	jekyll hyde toger again	84171	1982	jekyll_and_hyde_together_again	0	0	0	0	0	0	0	0	0	0	0	0	0	jekyll hyde toger again	Universal	Comedy	356465	262	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	20	3.78	0	0	3707583
6090	kiss me goodbye	84210	1982	kiss_me_goodbye	0	1	1	0	100	0	0	0	0	0	0	0	0	kiss me goodbye	20th Century Fox	Comedy	129003	177	75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	19	3.42	1	0	15782759
6093	last unicorn	84237	1982	last_unicorn	5.8	10	5	5	50	0	0	0	0	0	0	0	0	last unicorn	Jensen Farley Pictures	Adventure	929317	613	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	11	44	145	3.99	2	0	6455330
6096	making love	84293	1982	making_love	4.6	16	5	11	31	0	3	0	3	0	3.4	534	61	making love	20th Century Fox	Drama	266776	232	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	3.67	0	0	11897978
6099	megaforce	84316	1982	megaforce	1.4	7	0	7	0	0	0	0	0	0	0	0	0	megaforce	20th Century Fox	Action	341941	339	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	10	4	3.09	0	0	5675599
6100	a midsummer nights sex comedy	84329	1982	midsummer_nights_sex_comedy	6.3	21	15	6	71	0	4	0	4	0	3.3	2757	58	a midsummer nights sex comedy	Orion Pictures	Comedy	88311	75	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27	43	3.79	1	1	8246991
6103	monsignor	84351	1982	monsignor	1.9	5	0	5	0	0	3	0	3	0	2.1	20	0	monsignor	20th Century Fox	Drama	96479	173	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	26	4.05	0	0	12408066
6104	monty python live at hollywood bowl	84352	1982	monty_python_live_at_the_hollywood_bowl	0	2	2	0	100	0	0	0	0	0	0	0	0	monty python live at hollywood bowl	Sony Pictures	Concert/Performance	327958	147	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	4	3.86	0	0	327958
6104	monty python live at hollywood bowl	84352	1982	monty_python_live_at_the_hollywood_bowl	0	2	2	0	100	0	0	0	0	0	0	0	0	monty python live at hollywood bowl	Sony Pictures	Concert/Performance	327958	147	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	11	8	3.32	0	0	327958
6109	one from heart	84445	1982	one_from_the_heart	5.8	27	13	14	48	5.9	11	6	5	54	3.4	725	61	one from heart	Sony Pictures	Drama	180717	41	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	31	92	106	3.49	0	1	636796
6111	paradise	84469	1982	1015925-paradise	0	3	0	3	0	0	0	0	0	0	0	0	0	paradise	Walt Disney	Drama	713158	813	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29	81	4.07	0	0	16657785
8063	paradise	84469	1982	1015925-paradise	0	3	0	3	0	0	0	0	0	0	0	0	0	paradise	Walt Disney	Drama	713158	813	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	36	71	3.77	0	0	16657785
6115	personal best	84489	1982	personal_best	6.4	22	16	6	72	5.5	5	2	3	40	3.3	320	58	personal best	Warner Bros.	Drama	724028	236	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	11	59	94	39	2.95	0	0	2119003
6120	q	84556	1982	q	0	0	0	0	0	0	0	0	0	0	0	0	0	q	United Film Distribution Co.	Horror	255000	67	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	15	20	3.55	0	0	255000
6180	q	84556	1982	q	0	0	0	0	0	0	0	0	0	0	0	0	0	q	United Film Distribution Co.	Horror	255000	67	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	4	0	0	255000
6122	richard pryor live on sunset strip	84597	1982	richard_pryor_live_on_sunset_strip	8.8	13	13	0	100	0	1	1	0	100	3.7	1438	82	richard pryor live on sunset strip	Sony Pictures	Concert/Performance	281436	257	73	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	2	2.75	0	0	34970309
6127	shoot moon	84675	1982	shoot_the_moon	7.8	8	8	0	100	0	1	1	0	100	3.7	260	64	shoot moon	MGM	Drama	764366	355	52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	20	83	285	354	3.54	1	0	6596677
6129	six weeks	84691	1982	six_weeks	0	0	0	0	0	0	0	0	0	0	0	0	0	six weeks	Universal	Drama	412025	389	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	29	98	240	198	3.25	0	0	6668025
6131	some kind of hero	83107	1982	some_kind_of_hero	0	0	0	0	0	0	0	0	0	0	0	0	0	some kind of hero	Paramount Pictures	Comedy	1262514	666	31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	23	29	16	9	2.23	0	0	20400486
6135	still of night	84732	1982	still_of_the_night	5.8	6	4	2	66	0	0	0	0	0	0	0	0	still of night	MGM	Thriller/Suspense	744763	400	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	33	123	205	104	2.99	1	0	3017965
6142	time walker	84796	1982	time_walker	0	0	0	0	0	0	0	0	0	0	0	0	0	time walker	New World	Horror	426284	120	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	6	6	2.86	0	0	426284
6143	trail of pink panr	84814	1982	trail_of_the_pink_panther	3.8	11	3	8	27	0	0	0	0	0	0	0	0	trail of pink panr	MGM	Comedy	638308	600	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3.21	1	1	6988928
6144	la traviata	84821	1982	traviata-la	0	0	0	0	0	0	0	0	0	0	0	0	0	la traviata	Universal	Musical	77000	38	171	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4	13	33	26	3.24	0	0	3594000
